@RELATION user-item

@ATTRIBUTE user STRING
@ATTRIBUTE item STRING
@ATTRIBUTE rating NUMERIC


@DATA
303,69124664,3
303,8046663,1
303,80788398,2
303,60987641,1
303,65155203,2
811,84582213,2
811,16082575,3
811,72462639,2
811,80455166,3
811,1209016,1
811,17801250,3
811,536440,2
811,6521475,1
811,57719221,3
811,69425079,1
811,63264439,1
811,17460500,2
811,77649073,1
811,1702066,2
811,65391788,2
811,83628768,3
811,13421009,1
811,21838201,2
811,17270322,2
811,61776943,2
811,69237717,1
811,95955228,1
811,63992344,1
811,78405037,1
811,78468571,2
811,70315379,1
811,9240886,1
811,16256608,2
811,82548950,2
811,67589109,2
811,87226779,2
811,74035232,1
811,65126194,2
811,8570739,1
811,61076942,2
811,66320486,1
811,75159440,1
811,68627303,1
811,12697219,1
811,8750746,2
811,43865151,4
811,71655629,2
811,69634806,1
811,70625832,2
811,72070691,2
811,8198424,3
811,8458109,2
811,87123785,1
811,72410285,2
811,8422045,2
811,64813415,3
811,6739525,1
811,66107883,3
811,11433264,2
811,1286176,1
811,11335416,1
811,83930047,2
811,16622424,2
811,1805436,2
811,10466925,1
811,1674626,3
811,67181610,2
811,45790471,1
811,77023726,2
811,84063179,1
811,74805689,1
811,6240693,2
811,13526995,2
811,7925568,1
811,585200,1
811,73626918,1
811,9114730,2
811,2970306,1
811,9188742,1
811,76218879,1
811,69841660,2
811,89911461,1
811,72935484,3
811,72718191,2
811,72527358,2
811,99757138,1
811,79318731,2
811,16748714,1
811,7784560,1
811,75943787,3
811,4630502,2
811,94636848,2
811,73378305,1
811,8307491,1
811,80962504,2
811,80966354,1
811,70045109,3
811,90055837,1
811,70151283,2
811,77705868,3
811,89454833,1
811,3164755,1
811,11847569,2
811,3648429,1
811,75125497,1
442,4954825,3
442,73214241,2
442,8979556,3
442,33357171,1
442,77682184,2
442,6154428,2
442,46510391,1
442,90714907,2
442,74710553,1
442,13749961,2
442,16999015,1
442,73184322,2
442,77810916,2
442,63423553,3
442,65989449,1
442,60776064,1
442,10200421,3
442,1936363,1
442,7854296,1
442,45730161,2
442,67093926,2
442,8206833,2
442,78077516,2
442,61256514,3
442,46822571,1
442,73675971,2
442,76218879,1
442,65838489,1
442,79032380,2
442,36012181,2
442,4517211,2
442,66213996,2
442,17380488,1
442,73390801,2
155,5667620,1
442,88365603,1
155,83141690,2
155,11335416,1
442,69815375,1
442,75159440,1
155,12633684,1
442,4343780,1
442,70292834,2
155,52491881,2
442,61159458,1
155,61210275,2
155,53801451,1
155,90282069,2
155,77522417,1
155,78802486,1
155,1674626,2
155,66685987,1
155,88593241,1
155,78278329,3
155,8458109,2
155,16622424,2
155,86547763,2
155,86514651,1
155,34575991,2
155,85089986,2
442,4257083,2
442,61220152,1
442,4927984,1
442,12280130,1
442,8046663,1
442,76375991,2
442,57598911,1
442,78907413,1
442,3921282,1
442,75372277,1
442,14538246,1
442,90055837,2
442,33456271,2
442,74984635,1
442,78074950,1
442,53349101,2
442,79063887,1
442,6250190,2
442,70292437,2
442,72875132,2
442,13014284,1
442,76423928,2
442,4819939,1
442,95955228,1
442,16748714,1
442,3411439,2
442,66676859,1
442,74911301,2
442,3164755,2
442,861187,3
442,65645769,1
442,70294292,1
442,5375255,1
442,76572516,1
442,76118727,1
442,70962170,1
442,56939851,1
442,71579567,1
442,72527358,2
442,72135139,2
442,67653031,1
442,82973838,1
442,13259634,2
442,73691383,1
442,65802069,1
442,16622424,1
442,68627303,1
442,8348762,2
442,71100142,1
442,91412514,1
442,73914717,1
442,69180862,2
442,73009950,2
442,8192953,1
442,78315219,1
442,2405183,2
442,3464299,2
442,71430746,2
442,63776202,1
442,71379069,1
515,71148057,3
515,17950794,2
515,15136498,4
515,93868746,4
515,18752211,4
515,62019639,4
515,78158755,1
515,62742762,3
515,63676154,1
515,77664234,2
515,66931072,4
515,10127578,3
515,10041539,1
515,62176636,2
515,6991004,1
515,15100914,1
515,64322720,2
515,91503926,3
515,63331372,2
515,77273513,2
515,1589044,2
515,4096104,1
515,75575521,2
515,16033869,3
515,46822571,1
515,4432859,2
515,67199484,3
515,37934501,1
515,73914717,1
515,1863914,1
515,64962419,1
515,5375255,3
515,63117347,4
515,85324704,2
515,74411753,1
515,14861779,2
515,13382403,1
515,99677218,2
815,82550184,1
815,45790471,1
815,78216243,1
815,60992209,1
815,10752377,1
515,9702723,2
815,13382403,1
815,13148373,1
515,3513394,2
815,68734298,1
815,4556695,1
515,72787889,2
815,5466246,1
515,63883063,1
515,8818789,2
815,76218879,1
815,12488724,1
815,11335416,1
815,67429227,1
815,36741151,1
515,91091131,1
815,3921282,1
815,74911301,1
515,42415611,1
815,62500634,1
815,8028053,1
515,92234118,1
815,15447602,1
815,5667620,1
815,80455166,1
515,75666691,1
815,61210275,1
515,65117707,2
815,2555176,1
815,89184603,1
815,63331372,1
815,3001334,1
815,16347072,1
815,66786687,1
815,4819939,1
815,68780748,1
815,4156841,1
815,77158575,1
815,59858331,1
815,91145851,1
815,11565079,1
815,16256608,1
815,68788868,1
815,41773241,1
815,87360055,1
815,9757537,1
815,6739525,1
815,8642307,1
815,18167172,1
815,89850847,1
815,16201983,1
815,8524489,1
815,16162722,1
815,12848552,1
815,70045109,1
815,23190261,1
815,11421822,1
815,11790246,1
815,86262325,1
815,75131988,1
815,77682184,1
815,71603224,1
815,71051592,1
815,71358064,1
815,74035232,1
815,80593378,1
815,75997659,1
815,78426407,1
815,16397274,1
815,74951498,1
815,61805276,1
815,82548950,1
815,81306288,1
815,82492738,1
815,92169736,1
815,14229391,1
815,8419426,1
815,65443904,1
815,78595139,1
815,66295263,1
815,69425079,1
815,11689986,1
815,1589044,1
815,83671708,1
815,65802069,1
815,8198424,1
815,92169672,1
815,70870518,1
815,77586629,1
815,13421009,1
815,72718191,1
815,861187,1
515,5667620,4
815,78867449,1
515,89160781,4
815,13014284,1
815,73388496,1
815,58484831,1
815,46183361,1
815,87045823,1
515,4940699,2
815,68965877,1
815,15825404,1
515,6521475,3
815,66755681,1
815,63983298,1
515,75131988,1
515,91145851,2
515,7925568,1
515,98400694,2
515,77014514,2
515,16347072,2
515,7880174,3
515,61220152,2
515,33456271,1
515,4927984,1
515,15148124,1
515,73246025,2
515,83785402,3
515,5953902,3
515,74396670,1
515,69425079,1
515,17460500,3
515,7444285,1
515,17380488,4
515,13471586,4
515,4819939,2
515,78171374,1
515,14229391,1
515,85369522,1
515,10258708,3
515,4967715,3
515,56640741,1
515,61256514,2
515,78236344,2
515,73675971,1
515,3369711,3
515,17489120,1
515,71586056,2
515,62530583,1
515,3302777,2
515,73561246,1
515,78278329,1
515,37563911,2
515,14841167,1
515,10206502,2
515,6250190,2
515,71614478,2
515,61805276,2
515,78758277,3
515,65007713,4
96,14603033,1
96,13550230,2
96,5563439,3
96,76570826,3
96,66676859,1
96,71764550,2
96,66761683,2
96,8422045,2
96,13749961,3
96,65117707,1
54,70045109,3
54,15493514,1
54,67427521,2
96,73626918,2
54,69733434,2
54,71430746,3
96,81434692,2
54,36449671,1
96,17460500,3
54,14861779,2
54,68254523,1
54,63776202,2
96,29946871,1
96,76993066,1
54,69501553,3
96,7541920,1
96,13685758,2
96,76118727,1
54,68788868,2
96,74591612,3
54,68559485,2
54,89160781,3
96,67589109,3
54,70977719,3
54,63992344,2
54,88304149,2
54,64330503,3
54,73203277,2
96,4297595,2
54,90282069,3
96,80593378,2
54,89184603,3
96,76375991,3
96,4524232,2
96,90117913,1
54,9103959,3
54,4701067,2
96,71142799,2
54,79535742,3
54,76118727,1
96,91539098,1
54,9240886,1
96,71586056,1
96,8478319,1
54,70769431,1
54,64580001,1
96,15661190,3
54,36012181,2
54,80788398,2
54,13679251,2
96,87226779,3
96,87623241,3
96,4189327,2
96,80933110,2
96,62707024,1
96,6250190,1
96,69841660,2
96,63776202,3
96,92129718,2
96,62392492,1
125,71655629,1
125,60741126,1
125,17460500,1
125,81863242,1
125,65431390,1
125,69551279,1
125,91236046,1
125,78745107,1
125,9391101,1
125,75066331,1
125,92125584,1
125,16999015,1
125,55007601,1
125,53349101,1
125,74951498,1
125,63676154,1
125,65607413,1
125,9971564,1
96,15864476,2
125,74591612,1
125,15825404,1
96,4729155,1
96,81306288,2
125,82938704,1
125,14201087,1
125,76423928,1
96,73184322,1
125,78315219,1
125,6991004,1
96,88593241,2
125,12126020,1
125,7541920,1
125,68267799,1
125,46725701,1
125,65954048,1
125,78216243,1
125,76455055,1
125,71142799,1
125,4156841,1
125,70743428,1
125,63514338,1
125,41112091,1
125,64322720,1
125,72410285,1
125,89056103,1
125,4678105,1
125,5466246,1
96,25671361,2
125,12491045,1
125,79535742,1
125,74041643,1
125,60850009,1
96,17270322,1
125,11565079,1
125,71350313,1
125,15661190,1
96,9391101,2
96,76503289,2
96,13679251,4
96,85884367,1
96,14827425,2
96,64699288,3
96,70083584,3
96,67758791,2
96,67582502,1
96,15100914,1
96,77664234,2
96,99677218,2
96,66543219,1
96,74512312,1
96,83628768,1
96,9188742,2
96,66703496,2
96,14440304,3
96,772894,1
96,77158575,4
96,936457,1
96,77682184,2
96,9159424,4
96,88991703,1
96,8028053,1
96,89623327,1
96,64516028,4
96,17950794,1
312,2057449,1
96,90546071,2
312,80966354,1
312,16082575,2
312,37563911,1
312,5600091,2
312,8642307,2
312,94073932,1
96,17528473,1
312,74411753,1
312,12668977,1
312,17587494,2
96,67540709,1
96,66302827,2
96,8750746,3
96,73009950,2
96,78171374,1
96,61220152,1
96,3407958,1
96,17084042,2
96,62329923,1
96,56050751,1
96,11565079,3
96,3001334,2
96,47057261,2
772,73561246,1
772,77699618,1
772,73626918,1
772,77705868,2
772,17084042,3
772,73378305,3
772,9779570,1
772,5953902,1
772,11565079,3
772,15661190,1
772,6898773,3
772,88385813,3
772,8212530,1
772,36995311,3
772,16033869,1
772,56047801,3
772,2704335,1
772,64230569,3
772,17605922,4
772,72071167,1
96,74476228,4
96,88385813,2
772,99107038,1
96,75997659,2
772,65503200,1
96,83294786,3
96,72609857,4
96,77279367,1
96,70823508,2
96,17605922,4
772,67785320,1
772,76455835,1
772,73357729,3
772,52503871,3
772,65301357,2
96,71579567,1
96,91917646,1
772,13385260,1
772,57719221,3
772,72135139,1
772,67751351,2
772,1400070,1
772,74677465,3
772,84039329,3
772,62188697,4
772,7946793,3
772,4630502,2
772,62742762,3
772,71647994,2
772,18054075,1
772,78695208,3
772,70405744,1
772,73388496,2
772,82900774,2
772,65802069,1
772,62176636,3
772,4189327,3
772,75265469,3
772,81899946,1
772,12734529,1
772,16435287,3
772,4297595,1
772,73914717,1
772,63992344,4
772,55678111,4
772,14861779,2
772,76372266,3
772,64460833,1
772,81888572,2
772,9159424,3
772,70083584,2
772,73184322,1
772,8198424,3
772,72070691,1
772,72756274,1
772,74042578,2
772,75605075,1
772,69815375,1
772,39874111,2
772,5316158,1
772,69180862,3
772,66213996,1
772,87360055,1
772,11102580,3
772,78236344,2
772,8426856,1
772,76570826,1
772,90117913,1
772,59858331,4
772,8247183,2
772,78436103,2
772,64384132,1
772,77649073,1
772,73549639,1
772,73399731,1
772,67199484,3
772,16960561,1
772,33291631,1
772,4343780,3
772,80893728,1
772,69992142,4
772,7761148,1
772,68825735,1
772,80455166,2
772,78278329,3
772,29946871,1
772,78158755,1
772,13509734,1
772,71876015,3
772,16762601,1
47,85884367,2
47,43865151,2
47,73626918,2
47,5826100,3
47,66181073,3
47,18018384,4
47,4940699,2
47,6829354,3
47,81508148,3
418,5466246,2
418,23527011,2
418,70083584,2
418,78236344,2
418,17528473,3
418,70411902,2
418,75479128,2
418,64322720,3
418,97774228,1
418,11725882,1
418,6422598,3
418,6898773,2
418,71560165,2
418,3666919,1
418,76455835,1
418,17410069,4
418,78745107,3
418,13679251,1
418,78758277,2
111,5375255,3
111,7235600,3
111,61210275,3
111,5600091,3
111,73933929,1
111,64322720,3
111,46510391,3
111,61159458,2
111,70679517,2
111,63264439,1
111,84538015,2
111,79177655,2
111,8046663,1
111,7888115,1
111,3275927,1
111,65301357,1
111,16397274,2
111,3302777,3
111,62392492,1
111,92125584,1
111,65645769,1
111,76310214,1
111,81246014,1
111,60835820,1
111,2693105,3
111,14229391,1
111,2405183,4
111,8307491,1
111,8599257,3
111,1711270,3
111,64766302,1
111,70083584,1
111,73246025,2
111,70743428,1
111,936457,1
111,14047278,1
111,76372266,3
111,9240886,2
111,92234118,1
111,3151015,1
111,82550184,3
111,65668966,2
111,65802069,1
111,88593241,3
111,37563911,1
111,10659848,1
111,77023726,1
111,2159153,2
111,63514338,1
111,78867449,2
111,89233599,2
111,14603033,1
111,9883417,3
111,75943787,3
111,86262325,3
111,97774228,2
111,73853929,2
111,74330740,2
111,72549866,1
111,4297595,2
111,10737055,2
111,13550230,2
111,6405162,3
111,71173042,1
111,72609857,2
111,69292911,1
111,34575991,1
111,8524489,2
111,8750746,3
111,61139071,2
111,7880174,3
111,72482166,2
111,15493514,1
111,91108501,3
111,73814281,3
111,96254942,1
111,75735062,1
111,16762601,1
111,63920967,2
111,9214703,3
111,84582213,1
111,71148057,3
111,65850520,3
111,75997659,2
111,22299021,1
111,536440,3
111,70555369,2
111,70292437,3
111,78758277,2
111,64258200,1
111,73390801,1
111,74326190,4
0,4297595,2
111,72756274,2
0,11130036,3
0,4954825,4
0,72070691,1
0,12491045,2
111,64962419,1
111,7747321,2
0,6250190,1
111,77960617,3
0,28073371,2
0,70823508,2
0,16347072,3
0,71142799,3
111,13070544,3
111,86307237,1
0,6898773,1
0,3151015,1
0,63117347,2
111,75066331,3
0,1286176,2
0,7946793,1
0,70743428,1
0,14861779,4
0,69292911,2
0,68068261,2
0,86307237,2
0,3850238,3
0,68071549,2
0,83294786,2
0,78278329,2
0,2586286,2
0,12126020,1
0,52147611,3
0,33357171,2
0,53489001,2
0,60850009,2
0,76551964,3
0,58484831,4
0,74041643,2
0,73246025,3
0,91236046,4
0,72541825,2
0,78758277,3
0,63920967,2
0,526229,2
0,60886698,1
0,73561246,2
0,10041539,2
0,8629910,1
0,5632174,1
0,61964403,1
0,70870518,2
0,61076942,1
0,8979556,2
0,84986265,4
0,84768993,1
0,6914695,1
0,75549879,2
0,65018773,1
0,62707024,3
0,53801451,2
0,15430061,2
0,15100914,2
0,89414147,3
0,9476033,2
0,8206833,2
0,7695006,1
0,33456271,1
0,4157260,1
0,23190261,2
0,55629131,2
0,11640186,1
0,9627370,3
0,68058194,2
0,65483312,1
0,39955981,1
0,3513394,2
0,65081458,1
0,90546071,1
0,65301357,1
0,10343177,2
0,16744376,1
0,9100736,3
0,14201825,1
0,12668977,2
0,64258200,2
0,14245093,1
0,78368276,1
0,77052505,3
0,83141690,4
0,63730180,1
0,3275927,2
0,74162962,2
0,97774228,3
0,8478319,4
0,59454851,2
0,81434692,2
0,72462639,1
0,62176636,2
0,12119896,3
0,83930047,3
0,87123785,1
0,56939851,2
0,79962226,3
0,69990343,2
8,22549011,3
8,54767811,2
8,72783014,1
8,91217118,2
8,78907413,2
8,53801451,3
8,72032570,3
8,63776202,1
8,84768993,3
6,85884367,2
6,81434692,1
6,79318731,3
6,2693105,1
6,11433264,2
6,76118727,1
8,89106253,3
6,59858331,2
8,55366941,3
6,70463099,3
6,57719221,3
6,47057261,1
6,14827425,3
6,43865151,3
8,62945228,2
6,74476228,1
6,4096104,3
8,56930031,2
6,92169736,1
6,10343177,1
8,8046663,2
6,66237014,3
6,4841406,2
6,28495341,1
6,8524489,3
6,86452109,1
6,71539796,1
6,7888115,1
6,62707024,3
6,66703496,2
6,1103326,1
6,89850847,2
6,10319874,1
6,92234118,2
6,68288613,1
6,5147891,2
6,16999015,1
6,93868746,3
6,73882686,2
6,61377345,1
6,6526074,3
6,70563713,3
6,88026203,2
6,3164755,2
6,61452968,3
6,92125584,3
6,64200398,1
6,39955981,1
6,2557026,1
6,78852759,3
6,8426856,1
6,76570826,3
6,16302319,1
6,70823508,2
6,5953902,2
6,69121790,1
6,15123380,3
6,68825735,3
6,83504220,3
6,33456271,1
6,75764632,1
6,69043121,1
6,74162962,2
6,772894,1
6,1481358,2
6,14245093,2
8,80455166,3
6,83141690,1
6,87813009,2
6,79063887,1
6,11051209,3
6,9176639,1
6,64460833,1
6,66985565,2
6,80619478,2
6,75372277,1
6,69794865,3
6,65668966,2
6,73214241,1
6,4250024,2
6,5632174,1
6,6991004,1
6,6495689,3
6,73205697,2
6,13176911,3
6,70761560,1
6,5826100,1
6,82973838,1
6,72070691,3
6,1118030,3
6,67199484,2
6,12280130,1
6,62315343,2
6,16329637,1
6,9331740,3
6,8206833,1
6,14218071,2
6,25580011,1
6,67976638,1
6,90117913,3
6,75517415,1
6,83888799,3
6,73687753,1
6,69501553,1
6,81508148,4
8,73814281,3
8,15036397,2
8,1869815,2
8,14047278,2
673,70151784,1
673,70045109,1
673,61256514,3
673,7888115,2
673,66676859,2
673,70743428,1
673,8348762,4
673,5384567,1
673,10258708,1
673,61107680,3
673,10127578,2
673,1702066,3
673,9597446,2
673,32238981,2
673,6739525,1
673,8855569,3
673,79345729,1
673,12150665,4
673,13509734,1
673,75212845,1
673,70294292,1
673,18752211,1
673,74041643,1
673,67755007,2
673,69733434,3
673,77603443,3
673,63514338,1
673,69292911,4
673,72541825,3
673,3648429,1
673,16995428,3
673,74035232,1
673,5375255,1
673,3275927,1
673,4313595,3
673,20595241,1
673,9176639,3
673,72325972,1
673,3302777,3
673,15036397,3
673,85884367,3
673,15123380,3
673,55007601,3
673,53349101,1
673,56047801,3
673,66320486,1
673,6250190,2
673,67467804,2
673,75372277,1
388,11130036,3
388,26341801,1
388,72996973,2
388,81863242,2
388,86847717,3
388,66541060,3
388,77023726,3
388,78907413,3
388,13421009,4
388,10319874,2
388,1674626,3
388,1528629,3
388,71418484,3
388,68325218,1
388,16397274,2
388,24403451,1
388,76372266,3
388,78361807,2
388,74625078,1
388,86451941,3
388,1672747,3
388,73914717,3
388,74738131,2
388,4927984,3
388,9883417,3
388,52147611,2
388,90988663,3
388,23540241,2
388,9391101,2
388,62652749,3
336,3151015,2
336,5466246,3
336,78153059,1
336,62945228,1
336,15597432,3
336,70135318,3
336,75249221,3
336,7107386,2
336,9100736,2
336,15661190,1
336,59454851,1
336,26341801,3
336,11130036,3
336,76068551,2
336,77810916,3
336,33456271,4
336,3369711,2
336,6250190,3
336,45730161,2
336,16762601,3
336,80492204,3
336,74476228,2
336,2970306,3
336,78426407,2
336,74250587,1
336,14931763,2
336,64550046,1
336,56050751,1
336,75286204,4
336,74625078,4
336,81434692,2
336,71152082,2
336,4678105,2
336,4819939,4
336,80593378,3
336,16133496,3
336,11051209,4
336,9627370,1
336,66295263,2
336,61452968,3
336,73914717,1
336,85884367,2
336,16435287,3
336,61139071,3
336,72033090,2
336,8426856,1
336,34321711,2
336,14954817,4
336,64460833,4
336,89850847,4
336,54767811,2
336,67199484,4
336,1805436,2
336,66320486,3
336,2995148,3
336,74173803,2
336,72410285,2
336,14663882,2
336,2030307,1
336,86307237,3
336,6271760,3
336,74326190,2
336,77329649,3
336,10752377,3
336,13382403,1
336,17963617,3
336,36012181,3
336,80947484,3
336,66241687,1
336,79962226,2
336,11331629,4
336,22299021,1
336,11433264,3
336,60776064,4
336,77279367,3
336,89911461,3
336,5775938,1
336,10353921,3
336,91917646,3
336,30692001,3
336,66213996,2
336,10127578,4
336,4250024,4
336,56930031,3
336,4432859,2
336,88365603,2
336,78907413,4
336,65155203,3
336,18167172,1
336,92129718,4
336,99107038,1
336,79775986,2
336,1702066,2
336,72783014,2
336,12126020,1
336,7235600,4
336,7747321,2
336,13085516,1
336,25671361,2
336,72875132,2
171,38095111,3
171,73675971,4
171,14873288,2
171,68788868,4
171,16960561,1
171,13280907,2
171,74879737,3
171,37260501,2
171,4343780,4
171,91415418,1
171,56640741,1
171,76570826,3
171,81234030,4
171,89160781,2
171,73246025,2
171,14440304,2
171,66893259,3
171,78361807,4
171,65845323,2
171,63730180,2
171,82138970,2
171,70294292,1
171,78153059,2
171,15493514,3
171,77960617,4
171,87904287,1
171,90984519,3
171,61159458,2
171,71586056,2
171,61452968,2
171,16869671,2
171,4119245,2
171,61582313,2
171,73814281,3
171,55954551,4
171,91539098,2
171,64230569,3
171,10319874,2
171,80788398,2
171,42415611,3
171,2560749,1
171,73388496,2
171,63514338,1
171,1286176,3
171,10206502,2
171,46725701,3
171,75735062,3
171,86483013,2
171,9391101,2
171,83735798,3
171,14491576,2
171,81434692,4
171,4819939,3
171,54767811,2
171,45790471,2
171,77052505,2
171,1936363,1
171,86547763,4
171,56552931,2
171,72410285,1
171,78436103,3
171,78852759,4
171,4566336,1
171,11602496,3
171,76993066,1
171,70743428,2
171,75419623,1
171,72935484,4
171,10287363,2
171,62652749,2
171,64104781,4
171,65503200,4
171,536440,3
171,62264016,3
171,5673785,3
171,75463284,4
171,62742762,3
171,69815375,3
171,75666691,1
171,63766620,3
171,73184322,4
171,80593378,2
171,70135318,2
171,72581182,3
171,90052073,2
171,75249221,2
171,11725882,2
171,89056103,4
171,81508148,3
171,89658637,2
171,81791220,2
171,70608592,2
171,67619943,3
171,76455055,3
171,2405183,3
171,12343704,3
171,936457,2
171,3921282,2
171,8524489,3
171,75372277,2
446,1364404,2
446,14147479,1
446,94073932,2
446,96254942,1
446,41112091,2
446,11725882,4
446,42232481,3
446,8307491,1
446,83204020,2
446,2030307,3
446,4297595,2
446,60741126,4
446,65668966,3
446,77649073,2
446,5632174,2
446,69818709,2
446,77023726,2
446,88365603,3
446,9100736,2
446,74066212,2
446,77810916,2
446,61256514,2
446,39917131,2
446,78650008,2
446,77329649,3
446,53801451,2
446,526229,3
446,86514651,3
446,70292834,3
446,87722879,3
446,2840362,3
446,64699288,2
446,10524260,3
446,73184322,2
446,73549639,3
446,75623204,2
446,9883417,3
446,75479128,3
446,15825404,3
446,65117707,3
446,82138970,3
446,14201087,2
446,58484831,4
446,64962419,3
446,79535742,2
446,8855569,3
446,66676859,3
446,70315379,2
446,91415418,3
446,72410285,2
446,81791220,4
446,71152082,3
446,70608592,2
446,67785320,2
446,16999015,3
446,6862149,3
446,2586286,3
446,78278329,3
446,1125208,3
446,74879737,3
446,2970306,2
446,80966354,3
446,14218071,3
446,17950794,1
446,8818789,3
446,62264016,2
446,7854296,3
446,15661190,4
446,65483312,3
446,66543219,2
446,21926661,3
446,25580011,2
446,77052505,2
446,66703496,3
446,56047801,3
446,77603443,3
446,11051209,3
446,64169643,4
446,70292437,3
446,61898421,3
446,88385813,4
446,65081458,2
446,72783014,2
446,71539796,3
446,83628768,1
446,6495689,2
446,68965877,2
446,71430746,3
446,14201825,2
446,66382929,3
446,16162722,3
446,4096104,3
446,3666919,3
446,89160781,3
446,86837991,2
446,52491881,2
37,89106253,2
37,22549011,3
37,70083584,2
37,67785320,1
446,70586395,2
37,71242791,3
446,70411902,3
37,12488724,1
446,66237014,3
37,72032570,1
446,5384567,2
37,71586056,2
37,65607413,1
37,69920682,3
54,14538246,1
54,80492204,1
54,14603033,1
54,14245093,2
54,2557026,3
54,73853929,1
54,77682184,1
54,90146311,1
54,75677523,1
54,3648429,1
54,1364404,1
54,81306288,1
54,82445156,2
54,89071893,2
54,69551279,2
54,77279367,2
54,64460833,2
54,37934501,1
54,68288613,2
54,67589109,3
54,73914717,2
54,13123158,2
54,66213996,2
54,64200398,1
54,16950738,2
54,38095111,1
54,6260076,2
54,76570826,2
54,70463099,2
54,68734298,1
54,72996973,1
54,78852759,1
54,2287585,3
54,62315343,1
54,75517415,2
54,64322720,2
54,526229,2
54,13148373,3
54,92129718,1
54,11565079,1
54,2926402,2
54,4119245,2
54,75623204,2
54,66703496,2
54,87123785,1
54,75463284,2
54,78907413,1
54,70962170,2
54,61805276,2
54,75372277,2
54,82938704,1
54,67204737,2
54,23190261,1
54,43957041,2
54,69841660,1
54,62742762,1
54,5479603,2
54,11725882,2
54,74770835,2
54,12668977,2
54,14218071,1
54,58484831,3
54,53471471,2
54,78426407,1
54,55007601,2
54,72269660,2
54,7747321,3
54,11640186,2
54,69497946,2
54,10258708,2
31,71708675,2
31,84707419,2
31,78315219,2
31,8419426,2
31,91011063,2
31,14861779,2
31,63816989,2
31,8478319,3
31,13679251,1
31,1400070,2
31,16053451,3
31,72996973,1
31,78171374,1
31,86837991,2
31,61964403,1
31,10659848,1
31,64169643,2
31,28073371,1
31,70679517,2
31,2057449,1
31,5344097,1
31,64813415,3
31,53471471,1
31,16748714,2
31,16622424,1
31,72541825,2
31,92373474,1
31,14556837,2
31,68058194,1
447,50405761,1
447,14693816,2
447,68780748,3
447,64230569,1
447,94436884,1
447,70463099,2
447,1481358,2
447,77014514,3
447,66985565,3
447,1589044,1
447,71840449,3
447,9103959,1
447,12491045,2
447,45790471,3
82,14538246,1
82,4729155,2
447,71418484,4
447,61210275,1
82,79775986,4
82,65668966,1
447,79938348,2
82,65018773,4
82,91217118,1
447,13148373,2
82,4157260,2
447,60987641,3
82,12561291,1
82,526229,2
82,63920967,2
82,10737055,3
82,22549011,2
82,58484831,2
264,99107038,1
82,9566254,1
264,67839834,3
264,16950738,2
82,536440,3
82,85324704,2
264,4096104,2
264,37563911,1
264,67199484,3
82,11565079,2
82,9331740,3
264,3369711,2
82,5953902,1
264,87926321,1
82,78802486,1
264,72032570,2
264,71100142,1
82,54767811,3
264,13259634,3
82,85017611,4
264,89623327,1
264,3513394,2
264,63720689,4
82,72482166,1
264,3275927,2
264,91236046,3
264,64706999,2
82,73357729,2
264,74162962,1
82,72609857,1
264,59858331,2
82,39874111,2
264,74770835,2
264,14538246,2
264,90052073,1
82,9472834,1
264,72581182,4
264,75463284,2
82,74173803,3
264,7854296,3
264,76118727,1
82,61898421,3
264,66761683,3
264,74591612,4
82,70679517,3
264,66382929,2
82,36995311,1
82,4675615,2
264,16869671,1
264,81306288,3
264,67619943,3
82,16748714,2
264,5673785,3
82,1209016,2
264,11051209,3
82,28073371,1
82,70292834,2
264,11640186,1
264,65155203,2
264,10258708,2
82,92129718,1
82,10287363,2
264,9971564,4
447,81246014,2
264,75212845,1
82,29056981,2
264,774905,2
447,82925846,2
264,62297140,3
82,8750746,2
264,65503200,2
447,74984635,1
264,37368811,3
447,80593378,3
264,63992344,4
264,16748714,3
82,68825735,3
447,83141690,2
264,80933110,1
447,3369711,2
264,7541920,1
82,87360055,4
264,79297993,1
447,72269660,2
82,9757537,1
447,66703496,1
264,89414147,3
82,12650242,2
447,78595139,1
82,11277493,1
264,69992142,3
82,8642307,1
447,11979974,2
264,4819939,4
82,16103952,3
264,85051554,2
264,78236344,1
82,55954551,4
264,14873288,3
264,18161074,3
264,66320486,1
264,72277601,3
82,73378305,1
264,42415611,2
82,74591612,2
264,68288613,1
264,70151784,1
264,67751351,2
82,71051592,1
264,92169736,2
264,5667620,1
82,81434692,1
264,66268564,1
264,13509734,2
264,64230569,1
264,74625078,1
82,73675971,2
264,36012181,1
82,45265831,1
264,66947315,1
82,29946871,1
264,85540098,1
264,88593241,1
264,32238981,2
264,53349101,1
82,8307491,1
264,29946871,1
264,64322720,1
82,36839571,1
264,78595139,1
82,79032380,1
264,74831447,1
264,71350313,3
82,65991636,3
264,71615450,1
82,61964403,1
82,65290774,1
264,7561859,2
264,75997659,2
82,84063179,3
264,73675971,3
82,66703496,3
264,91108501,1
82,75249221,2
264,83628768,1
264,70743428,2
82,63776202,1
264,37260501,2
264,13526995,2
264,82548950,2
82,69497946,3
264,69618629,4
82,84592297,1
82,14556837,2
82,75066331,3
264,71840449,2
82,4678105,1
264,5344097,2
264,84582213,2
82,69794865,3
447,93970958,4
447,82138970,1
82,84538015,2
447,76310214,2
264,64813415,1
82,65391788,2
264,13471586,1
82,6991004,1
447,3513394,3
82,16133496,2
264,77810916,3
264,61964403,1
